file_id,filename,file_size,file_type,user_priority,time_sensitive,network_condition,chunk_size,upload_time,optimal_priority,success,actual_speed,transfer_time,error_count,retry_count,wait_time,context_tags,hour_of_day,day_of_week,file_extension
file_000018,manual_v8.docx,1281,document,4,urgent,critical,1281,2025-11-07T01:40:49.177870,200.0,False,520062.5513460699,0.004581206194300102,3,3,33.30117116765402,time_critical,1,4,.docx
file_000019,backup.7z,20666,archive,5,normal,poor,20666,2025-11-09T05:50:49.178074,43.67999999999999,True,1752407.123821314,0.012586330293533073,0,0,46.75554349789823,high_priority,5,6,.7z
file_000020,training.mov,21884087,video,2,normal,poor,16777216,2025-10-19T10:56:49.178283,16.799999999999997,True,1551277.6023801065,14.606467835931284,0,0,176.08536608092595,,10,6,.mov
file_000021,presentation_v6.rtf,8369178,document,3,normal,fair,2097152,2025-11-01T14:32:49.178479,88.0,True,8001344.0269740345,1.0273834979162226,0,0,248.66380017306173,,14,5,.rtf
file_000022,tutorial.flv,1187597,video,3,flexible,poor,1187597,2025-10-29T22:47:49.178797,34.32000000000001,True,1445293.7598307745,0.8443591270833124,0,0,55.822614593379946,,22,2,.flv
file_000023,image_20250623.tiff,205509,image,5,normal,fair,205509,2025-10-21T11:02:49.179100,100.8,True,9194062.814711267,0.021484040763423192,0,0,162.3987724699945,high_priority,11,1,.tiff
file_000024,crisis_management_922.docx,14228,emergency,4,immediate,excellent,14228,2025-11-05T10:40:49.179317,200.0,True,51937373.80713384,0.00025868316640548477,0,0,230.52572272380945,"critical,deadline,time_critical",10,2,.docx
file_000025,asap_request.pdf,1578320,emergency,2,immediate,poor,1578320,2025-10-19T13:46:49.179517,200.0,True,2867901.382596402,0.5793598034163528,0,0,38.522962656764605,"critical,deadline,time_critical",13,6,.pdf
file_000026,data_export.zip,762214455,archive,4,urgent,fair,2097152,2025-11-15T01:13:49.179710,30.239999999999995,True,8856242.84411031,84.30157241177095,0,0,137.9092681938205,time_critical,1,5,.zip
file_000027,guide_20251114.odt,252782,document,3,flexible,fair,252782,2025-10-29T07:09:49.179955,76.80000000000001,True,10061375.721046071,0.02322999172230778,0,0,181.4212582835045,,7,2,.odt
file_000028,library.java,168490,code,3,normal,critical,168490,2025-10-29T15:15:49.180181,117.0,True,513073.09560043627,0.34356763036362725,0,0,134.5649967131792,,15,2,.java
file_000029,diagram_20251028.gif,91634,image,3,flexible,good,91634,2025-11-04T11:51:49.180440,57.6,True,20674167.710538324,0.0041034440107033075,0,0,225.8545079888069,,11,1,.gif
file_000030,priority_memo.docx,18926083,emergency,5,immediate,excellent,16777216,2025-11-08T17:30:49.180637,200.0,True,60128306.38821783,0.2945727651810168,0,0,130.48550318327293,"critical,deadline,high_priority,time_critical",17,5,.docx
file_000031,graphic_v4.png,56011,image,2,normal,poor,56011,2025-10-27T19:13:49.180874,74.88000000000001,False,1766987.991974457,0.07214286713596717,2,2,158.62766356655973,,19,0,.png
file_000032,call_777_v9.mp3,736958,audio,5,urgent,good,736958,2025-10-19T11:49:49.181092,117.6,True,15329314.17313428,0.04851786537376034,0,0,12.556531471551857,"high_priority,time_critical",11,6,.mp3
file_000033,image.bmp,28129900,image,5,normal,poor,4194304,2025-10-23T11:33:49.181288,58.8,False,1573611.0121209132,35.66074589275424,3,3,267.35801264761204,high_priority,11,3,.bmp
file_000034,tutorial_20241203.wmv,2066864561,video,1,background,poor,16777216,2025-10-23T17:45:49.181572,5.669999999999999,True,1888216.0848374942,1141.4530407369973,0,0,284.2372029058471,,17,3,.wmv
file_000035,movie_v3.mov,25176678,video,2,background,excellent,1048576,2025-10-19T20:17:49.182294,12.0,True,52308785.334890485,0.4395329286203477,0,0,264.07362441104726,,20,6,.mov
file_000036,recording.avi,1598735,video,1,flexible,excellent,1598735,2025-11-05T08:23:49.182756,15.840000000000002,True,39914818.73371429,0.04355450231494853,0,0,169.21508200619942,,8,2,.avi
file_000037,presentation.wmv,12412316,video,4,normal,critical,8388608,2025-11-10T00:22:49.183011,25.2,False,306718.43082923576,61.32054530996422,1,1,252.01761769034232,,0,0,.wmv
file_000038,source_code_463.gz,545285,archive,5,normal,excellent,545285,2025-10-25T22:52:49.183311,33.599999999999994,True,39274314.200970225,0.01337614224444871,0,0,230.02836655889962,high_priority,22,5,.gz
file_000039,presentation.mp4,5280925,video,3,normal,poor,1048576,2025-10-22T00:14:49.183526,42.9,True,2143233.964666582,2.248495568408411,0,0,68.93125650517734,,0,2,.mp4
file_000040,guide.rtf,786288,document,3,flexible,excellent,786288,2025-11-07T05:18:49.183783,76.80000000000001,True,57794155.99969799,0.013128589717087236,0,0,99.29376331515356,,5,4,.rtf
file_000041,presentation.pdf,34488748,document,3,normal,excellent,16777216,2025-11-08T18:37:49.184009,80.0,True,66464528.9290603,0.5495971957327334,0,0,263.1339410163367,,18,5,.pdf
file_000042,guide.txt,22598969,document,1,background,poor,8388608,2025-11-14T01:39:49.184907,16.799999999999997,True,2652214.5220065434,9.191994115420494,0,0,156.31904085932123,,1,4,.txt
file_000043,website.css,671781,code,4,normal,fair,671781,2025-11-13T11:22:49.185348,108.0,True,12151798.13089836,0.05946039448256081,0,0,287.25831650680396,,11,3,.css
file_000044,manual_826.pdf,9344,document,5,normal,excellent,9344,2025-10-30T20:43:49.185666,134.39999999999998,True,42443069.80399068,0.00021204032596815813,0,0,268.48858075320544,high_priority,20,3,.pdf
file_000045,source_code.zip,1630808,archive,4,urgent,critical,1630808,2025-11-14T01:54:49.185948,48.047999999999995,False,418169.18909250107,7.77035372410067,1,1,238.4382593313819,time_critical,1,4,.zip
file_000046,clip_97.flv,8380402,video,4,urgent,excellent,8380402,2025-10-30T06:57:49.186206,55.44,True,37303666.50147043,0.20453181875181822,0,0,53.5546152974701,time_critical,6,3,.flv
file_000047,recording_858.flac,7866155,audio,3,flexible,critical,4194304,2025-11-08T18:20:49.186493,57.20000000000001,True,504241.0192964982,14.994069468904282,0,0,105.2865096061582,,18,5,.flac
file_000048,diagram_79.jpeg,32115,image,2,flexible,fair,32115,2025-10-18T01:30:49.186805,46.080000000000005,False,10889216.979624182,0.004989877340995702,3,3,268.8114192977622,,1,5,.jpeg
file_000049,website_761.java,49125,code,3,normal,critical,49125,2025-10-26T04:20:49.187030,117.0,True,533222.5196290688,0.09083930278048201,0,0,198.59905593978164,,4,6,.java
file_000050,logo_302.bmp,20475,image,3,normal,poor,20475,2025-11-06T22:20:49.187242,93.60000000000001,True,1957246.2091242801,0.010026779891616534,0,0,294.4858018875371,,22,3,.bmp
file_000051,data_export.rar,2562,archive,1,normal,good,2562,2025-10-22T23:30:49.187449,14.399999999999999,True,20024845.7308522,0.00012779172522373963,0,0,290.33791003730164,,23,2,.rar
file_000052,recording_321.wmv,6085864,video,5,normal,good,6085864,2025-11-11T20:05:49.187654,46.199999999999996,True,21965871.51383365,0.26009854886403977,0,0,167.75803999292066,high_priority,20,1,.wmv
file_000053,movie.mp4,1139675480,video,4,urgent,critical,1048576,2025-10-28T01:00:49.187864,31.751999999999992,True,322746.0667308794,3577.0815660855715,0,0,35.5302667315849,time_critical,1,1,.mp4
file_000054,compressed_v6.7z,986115,archive,5,normal,critical,986115,2025-11-08T10:44:49.188079,43.67999999999999,True,326857.8474927457,2.9945575070493193,0,0,121.98309796664711,high_priority,10,5,.7z
file_000055,priority_memo_405.doc,2128,emergency,3,urgent,fair,2128,2025-10-30T16:42:49.188334,168.0,False,12283029.675744215,0.0005008445995172931,2,2,227.0468399313573,"critical,deadline,time_critical",16,3,.doc
file_000056,recording.mp4,212019393,video,3,background,fair,16777216,2025-10-23T20:44:49.188563,13.5,True,10667596.39649042,19.564056812325585,0,0,190.286659350262,,20,3,.mp4
file_000057,contract_v4.txt,13349336,document,2,flexible,good,2097152,2025-11-10T09:28:49.188779,51.2,True,22127162.55269572,0.5996794745235537,0,0,184.93986965461224,,9,0,.txt
file_000058,guide_20241218.txt,4879516,document,2,normal,critical,1048576,2025-11-14T04:00:49.189120,91.52000000000001,True,545638.3865393021,9.110601407124912,0,0,54.752013285996945,,4,4,.txt
file_000059,recording_629_v4.mov,5441376,video,5,normal,critical,4194304,2025-11-15T16:09:49.189346,60.059999999999995,True,452263.0492059857,11.24266721468657,0,0,122.69762685759396,high_priority,16,5,.mov
file_000060,thumbnail_485.jpg,11848,image,5,urgent,good,11848,2025-11-06T15:38:49.189552,141.11999999999998,True,26155665.761665497,0.0004289011977834743,0,0,257.15266117971265,"high_priority,time_critical",15,3,.jpg
file_000061,crisis_management_1.docx,1316,emergency,4,immediate,poor,1316,2025-10-26T05:03:49.189752,200.0,True,1849352.840349892,0.0007663259380004697,0,0,17.762016055842047,"critical,deadline,time_critical",5,6,.docx
file_000062,meeting.ogg,93558917,audio,3,normal,critical,2097152,2025-11-01T21:53:49.190046,35.0,False,509170.6637473591,443.9678568017038,2,2,14.27526276375265,,21,5,.ogg
file_000063,recording.wmv,879156881,video,5,urgent,critical,8388608,2025-10-19T06:12:49.190329,37.044,False,564548.7657777092,2365.1889300859807,3,3,224.9603065379135,"high_priority,time_critical",6,6,.wmv
file_000064,critical_analysis.docx,5125,emergency,2,immediate,fair,5125,2025-11-13T15:46:49.190558,172.8,True,9087232.967660185,0.0006185658051903394,0,0,130.16339789678284,"critical,deadline,time_critical",15,3,.docx
file_000065,report.txt,21156277,document,3,normal,good,16777216,2025-11-15T08:08:49.191128,80.0,True,17550692.75767757,1.2288783756906536,0,0,299.2922978910517,,8,5,.txt
file_000066,alert_notification_183.doc,1919632,emergency,3,immediate,excellent,1919632,2025-10-18T16:21:49.191396,198.00000000000003,True,64174999.30584894,0.03287386825964379,0,0,281.6680217702552,"critical,deadline,time_critical",16,5,.doc
file_000067,source_code_196.tar,1125718,archive,5,urgent,fair,1125718,2025-11-15T15:54:49.191612,43.11999999999999,False,7111320.298824565,0.3378399416512944,4,4,264.8896255356416,"high_priority,time_critical",15,5,.tar
file_000068,meeting.aac,2464800,audio,4,normal,fair,2097152,2025-10-24T17:13:49.191824,66.0,True,8493275.379916618,0.29534425098240186,0,0,156.28970584580708,,17,4,.aac
file_000069,data_export.7z,1197859,archive,5,urgent,poor,1197859,2025-11-06T18:32:49.192020,56.05599999999999,True,1753157.4620773355,0.6738246758510369,0,0,46.881861509808495,"high_priority,time_critical",18,3,.7z
file_000070,audio.aac,14496606,audio,1,normal,fair,8388608,2025-10-26T06:06:49.192213,30.0,True,9452718.282428633,1.6378852921885356,0,0,255.86138983996187,,6,6,.aac
file_000071,tutorial_20251019.mov,1492274,video,4,urgent,critical,1048576,2025-11-04T21:08:49.192496,72.072,True,473090.70636792266,3.41746701615544,0,0,265.2951375502258,time_critical,21,1,.mov
file_000072,analysis.txt,1264005,document,1,flexible,poor,1264005,2025-11-15T08:55:49.193106,54.912000000000006,True,2762906.7336364943,0.4904448765029502,0,0,49.265962502041006,,8,5,.txt
file_000073,presentation.pdf,3341616,document,5,normal,excellent,3341616,2025-10-17T18:43:49.193372,123.19999999999999,True,56792519.383117594,0.05477403919503368,0,0,249.38859061681487,high_priority,18,4,.pdf
file_000074,manual_654.docx,720476,document,5,urgent,poor,720476,2025-11-05T10:57:49.193606,200.0,True,2188776.2603920535,0.3141296843161938,0,0,0.21501131860059974,"high_priority,time_critical",10,2,.docx
file_000075,crisis_management.pdf,2320,emergency,2,immediate,good,2320,2025-10-29T18:02:49.193818,172.8,True,28970694.885421317,7.580952313522336e-05,0,0,271.857544891665,"critical,deadline,time_critical",18,2,.pdf
file_000076,source_code.zip,681850,archive,5,urgent,fair,681850,2025-10-27T00:01:49.194029,47.03999999999999,True,8166676.785687449,0.0876371818865354,0,0,10.93799781705319,"high_priority,time_critical",0,0,.zip
file_000077,api.java,2245,code,1,background,poor,2245,2025-11-03T21:43:49.194242,35.1,False,1697636.6592599382,0.0024376817410933535,3,3,281.0230114696661,,21,0,.java
file_000078,thumbnail.jpg,102444,image,5,urgent,good,102444,2025-10-25T10:45:49.194577,141.11999999999998,True,15483368.749183772,0.0071219178918975916,0,0,88.96966916077838,"high_priority,time_critical",10,5,.jpg
file_000079,website.cpp,1267918,code,5,normal,critical,1267918,2025-11-03T19:47:49.194807,150.14999999999998,True,399318.84129836265,2.920732349618458,0,0,272.75795193599697,high_priority,19,0,.cpp
file_000080,data_export.gz,125404,archive,4,urgent,poor,125404,2025-11-12T21:02:49.195033,52.41599999999999,True,2362929.958376416,0.053178030521885376,0,0,291.1365795167317,time_critical,21,2,.gz
file_000081,demo.webm,4591735,video,4,urgent,poor,4591735,2025-10-17T09:00:49.195240,72.072,False,1586580.276129832,5.9088409188342,3,3,174.70829650284603,time_critical,9,4,.webm
file_000082,music_663.flac,157770,audio,5,normal,critical,157770,2025-11-11T02:11:49.195458,109.2,False,586202.0326666811,0.5884058573584074,1,1,128.82312464294128,high_priority,2,1,.flac
file_000083,summary_690.txt,11717,document,4,urgent,excellent,11717,2025-11-04T14:53:49.195669,161.27999999999997,True,52556187.715005785,0.00021309139521071636,0,0,70.16111816905727,time_critical,14,1,.txt
file_000084,asap_request.txt,29306,emergency,4,immediate,excellent,29306,2025-11-06T09:23:49.195872,200.0,True,62398369.58920418,0.0004276651478625815,0,0,280.0578300285966,"critical,deadline,time_critical",9,3,.txt
file_000085,project_files.tar,556712432,archive,5,urgent,poor,16777216,2025-10-28T20:49:49.196075,24.695999999999994,True,2112546.888155421,272.5791262051894,0,0,186.56079445362272,"high_priority,time_critical",20,1,.tar
file_000086,movie.mp4,157520584,video,3,normal,fair,4194304,2025-10-27T09:08:49.196268,27.0,True,10019161.482234016,16.63236842637072,0,0,213.95699778966852,,9,0,.mp4
file_000087,conference_20250128.mov,870145252,video,4,normal,fair,16777216,2025-10-31T01:40:49.196520,32.4,False,8880846.727639822,205.5475745914312,2,2,212.9336721132307,,1,4,.mov
file_000088,analysis_850_20250204.docx,370005,document,5,normal,fair,370005,2025-11-07T15:34:49.196838,134.39999999999998,True,10565908.781050127,0.03522804464190524,0,0,297.0708345974769,high_priority,15,4,.docx
file_000089,bundle.zip,9986458,archive,2,normal,excellent,4194304,2025-10-25T15:18:49.197050,17.6,False,34550611.83088487,0.5241721580116377,2,2,267.06225644805795,,15,5,.zip
file_000090,function.cpp,181834,code,5,urgent,excellent,181834,2025-10-28T12:38:49.197254,176.39999999999998,True,60097688.483191326,0.0028256840258516617,0,0,28.875707556551166,"high_priority,time_critical",12,1,.cpp
file_000091,tutorial.webm,4602418,video,2,flexible,critical,1048576,2025-11-03T20:07:49.197465,27.456000000000007,False,309708.1121961195,25.149537739002543,2,2,213.64408829754444,,20,0,.webm
file_000092,photo.gif,1058912,image,5,urgent,good,1058912,2025-10-28T18:21:49.197678,129.35999999999999,True,19674221.118495163,0.05050196210912805,0,0,92.56878361290694,"high_priority,time_critical",18,1,.gif
file_000093,training.wmv,315392845,video,1,background,fair,4194304,2025-10-30T14:35:49.197903,8.1,True,7591675.022702954,39.65893706864729,0,0,47.88083234685276,,14,3,.wmv
file_000094,archive_604_20250903.rar,16736096,archive,1,normal,excellent,16736096,2025-10-31T15:49:49.198163,12.0,True,46367368.86146402,0.35858533758917627,0,0,84.13022430532425,,15,4,.rar
file_000095,clip.mov,14335274,video,2,normal,excellent,1048576,2025-10-18T23:05:49.198379,24.0,True,31920129.647261295,0.42115510234956,0,0,71.47106286997273,,23,5,.mov
file_000096,project_files_v1.7z,2124517,archive,4,urgent,poor,2124517,2025-10-31T22:27:49.198628,48.047999999999995,True,1587843.193488724,1.2145517666666688,0,0,73.47325230750118,time_critical,22,4,.7z
file_000097,guide.doc,2892982,document,5,normal,excellent,1048576,2025-11-05T18:43:49.198849,123.19999999999999,True,44440333.46370392,0.0696262191501817,0,0,169.96413378375956,high_priority,18,2,.doc
file_000098,proposal_v5.odt,4466,document,4,normal,fair,4466,2025-11-03T13:12:49.199072,115.19999999999999,True,8087149.4480235055,0.0006070477828688586,0,0,58.35883129121535,,13,0,.odt
file_000099,proposal.pdf,93775,document,2,normal,fair,93775,2025-11-05T15:13:49.199290,76.80000000000001,True,9029930.086929735,0.010342384710382489,0,0,217.71187471338206,,15,2,.pdf
file_000100,music.wav,152049900,audio,5,urgent,good,8388608,2025-11-10T02:43:49.199946,88.19999999999999,True,23901032.34223432,5.760229243039671,0,0,258.87602012455557,"high_priority,time_critical",2,0,.wav
file_000101,presentation_v9_20250704.mov,149222015,video,1,flexible,good,1048576,2025-10-17T19:35:49.200275,12.96,False,22374318.13776255,12.620407273362172,4,4,209.89537836916713,,19,4,.mov
file_000102,backup_20241227.gz,289260394,archive,1,background,excellent,8388608,2025-11-01T13:47:49.200536,5.3999999999999995,True,33889712.72733419,9.223476596641433,0,0,183.48428377846633,,13,5,.gz
file_000103,website_20251009.java,401744,code,1,normal,excellent,401744,2025-10-25T18:02:49.200792,54.0,True,51898285.75576412,0.007434292435873607,0,0,262.3191742266384,,18,5,.java
file_000104,recording.avi,1091445,video,4,urgent,fair,1048576,2025-10-29T05:06:49.201014,55.44,True,6950733.744533708,0.14782704354127038,0,0,165.90681092205352,time_critical,5,2,.avi
file_000105,source.py,9182765,code,4,urgent,poor,8388608,2025-10-28T15:25:49.201216,180.18,False,2468687.7762283916,8.886828925070583,2,2,107.46406694757323,time_critical,15,1,.py
file_000106,summary_20251014.pdf,986159,document,2,normal,excellent,986159,2025-10-27T15:04:49.201440,76.80000000000001,True,39201881.27022418,0.024022293701719287,0,0,165.58474060352967,,15,0,.pdf
file_000107,source_v4.py,14428,code,1,normal,poor,14428,2025-11-11T20:57:49.201637,70.2,True,2174371.466304786,0.006622197505291191,0,0,66.54458990328497,,20,1,.py
file_000108,package_993.7z,153919,archive,5,normal,critical,153919,2025-11-02T02:55:49.201844,43.67999999999999,False,563854.9097165917,0.5579183079402943,3,3,49.03878710171292,high_priority,2,6,.7z
file_000109,document_524.doc,16296,document,4,urgent,poor,16296,2025-11-02T06:26:49.202045,200.0,True,2263758.031393454,0.007147157285183207,0,0,276.78159696667905,time_critical,6,6,.doc
file_000110,training_20250818.wmv,222682289,video,5,urgent,fair,4194304,2025-11-11T11:36:49.202256,52.919999999999995,True,9005337.538738605,25.000978628406006,0,0,170.79079915528692,"high_priority,time_critical",11,1,.wmv
file_000111,presentation_964.avi,2551540,video,1,flexible,poor,1048576,2025-11-03T09:57:49.202453,20.592000000000002,True,2066273.0922730772,1.3135185955625008,0,0,60.24354893227844,,9,0,.avi
file_000112,chart.jpg,3286956,image,2,flexible,excellent,3286956,2025-10-22T08:26:49.202643,42.24000000000001,True,51025612.22410815,0.07010211006719666,0,0,43.07155255527959,,8,2,.jpg
file_000113,graphic.jpg,2453486,image,5,urgent,poor,2453486,2025-11-08T11:44:49.202866,168.16799999999998,False,2336382.2473801933,2.9580442499429553,4,4,165.78985936069122,"high_priority,time_critical",11,5,.jpg
file_000114,module_212.py,4635,code,1,flexible,poor,4635,2025-10-18T03:10:49.203083,56.160000000000004,False,2846091.5855347873,0.004346829719752782,3,3,253.9665201259711,,3,5,.py
file_000115,contract_v9.txt,33302836,document,4,urgent,excellent,8388608,2025-11-01T16:32:49.203289,134.39999999999998,True,45713620.37905478,0.6769438704770827,0,0,10.971861559077013,time_critical,16,5,.txt
file_000116,script.js,303019,code,1,background,critical,303019,2025-10-30T22:37:49.203484,35.1,True,522550.8821068246,0.5703693287162723,0,0,153.5422952835182,,22,3,.js
file_000117,proposal.pdf,1971996,document,1,background,fair,1971996,2025-11-05T14:22:49.203677,26.4,True,13051792.115738409,0.15084542462278386,0,0,207.18222994180562,,14,2,.pdf
file_000118,analysis_303.txt,80373,document,3,background,excellent,80373,2025-10-17T06:35:49.203930,48.0,True,60232570.51488245,0.0014045605398575202,0,0,43.9465622453946,,6,4,.txt
file_000119,package_v8.gz,9967,archive,4,normal,critical,9967,2025-10-25T19:47:49.204130,37.44,False,477510.81973036454,0.042397816251394736,1,1,189.64396703150825,,19,5,.gz
file_000120,movie_783_v3.wmv,297439881,video,1,flexible,critical,1048576,2025-11-08T16:15:49.204335,9.072,True,540855.0773775594,513.9709422021295,0,0,45.8447065153843,,16,5,.wmv
file_000121,data_export_212.gz,10124597,archive,5,urgent,critical,10124597,2025-10-22T12:57:49.204539,56.05599999999999,True,409773.36539051,22.714327661029948,0,0,196.680786429955,"high_priority,time_critical",12,2,.gz
file_000122,script.js,1134534,code,1,flexible,poor,1134534,2025-11-11T05:13:49.204735,51.480000000000004,True,2405912.179630784,0.4304485466683315,0,0,30.28631233854986,,5,1,.js
file_000123,crisis_management.pdf,22903,emergency,5,immediate,critical,22903,2025-10-23T23:50:49.204993,200.0,True,434669.2378501418,0.052315863265544334,0,0,26.472084808067898,"critical,deadline,high_priority,time_critical",23,3,.pdf
file_000124,photo_v1.bmp,5041273,image,5,urgent,poor,5041273,2025-10-18T01:56:49.205200,168.16799999999998,True,1792589.467246746,2.848098864394711,0,0,122.87260405370866,"high_priority,time_critical",1,5,.bmp
file_000125,contract.docx,22880,document,3,flexible,critical,22880,2025-10-27T16:29:49.205395,99.84000000000002,False,665947.0734779603,0.07017819644141972,1,1,116.36003941702855,,16,0,.docx
file_000126,tutorial.avi,560875083,video,5,urgent,excellent,16777216,2025-11-01T19:30:49.205637,52.919999999999995,True,45828224.24705883,11.325809880223542,0,0,288.78949485971316,"high_priority,time_critical",19,5,.avi
file_000127,proposal_913.doc,176393,document,4,urgent,fair,176393,2025-11-15T01:34:49.205844,161.27999999999997,True,8959492.83894579,0.019702250586581854,0,0,223.48990109910756,time_critical,1,5,.doc
file_000128,conference_543_v1.wmv,805091371,video,1,normal,fair,4194304,2025-11-05T01:20:49.206089,16.2,True,8196490.218773061,97.2524427777665,0,0,33.99914254933205,,1,2,.wmv
file_000129,picture_20250211.jpeg,6369085,image,1,normal,excellent,4194304,2025-10-20T19:41:49.206315,39.6,True,49443616.92346181,0.12364166795998566,0,0,152.72996797617807,,19,0,.jpeg
file_000130,package_59.tar,2738306,archive,4,normal,good,2738306,2025-10-17T19:00:49.206513,26.4,True,19730601.357933503,0.14938875439476565,0,0,89.4235494600743,,19,4,.tar
file_000131,clip.mov,3209133,video,3,normal,good,3209133,2025-10-25T11:48:49.206701,33.0,False,22495412.22945407,0.40067350116876144,4,4,8.106795704984082,,11,5,.mov
file_000132,picture.bmp,39932162,image,2,normal,good,2097152,2025-11-02T17:46:49.206933,48.0,True,23853840.710788984,1.711199234223494,0,0,131.37822344719834,,17,6,.bmp
file_000133,chart.gif,50397878,image,1,normal,good,2097152,2025-11-03T18:13:49.207136,36.0,True,17255489.50519009,2.7547518525896044,0,0,107.08003345047116,,18,0,.gif
file_000134,backup_v3.gz,1256449,archive,2,flexible,good,1256449,2025-11-05T22:14:49.207402,14.080000000000002,True,22762856.7694507,0.05730377460809595,0,0,89.70969912022126,,22,2,.gz
file_000135,function_402.js,46465,code,4,normal,poor,46465,2025-11-13T05:28:49.207634,140.4,True,2383101.1817739834,0.01948420260642432,0,0,237.2063472574238,,5,3,.js
file_000136,analysis.doc,5990,document,5,normal,poor,5990,2025-11-03T11:38:49.207843,174.71999999999997,True,1671327.5619385764,0.0036978846457274258,0,0,112.97894235360349,high_priority,11,0,.doc
file_000137,diagram_120.jpeg,17002,image,1,flexible,good,17002,2025-11-08T06:20:49.208055,34.559999999999995,True,24181947.997215584,0.000740906011500242,0,0,255.806436656118,,6,5,.jpeg
file_000138,image_20251004.jpeg,13200,image,2,flexible,fair,13200,2025-10-17T09:45:49.208281,46.080000000000005,True,13156113.493522596,0.0009032436686798602,0,0,175.7920660164634,,9,4,.jpeg
file_000139,guide_911.doc,101902,document,4,normal,critical,101902,2025-10-29T04:53:49.208476,149.76,True,388838.3161214751,0.26646815626697495,0,0,216.08575949550573,,4,2,.doc
file_000140,website_v1.py,54216,code,5,urgent,critical,54216,2025-11-07T10:11:49.208767,200.0,True,523475.4680772346,0.11169925381933837,0,0,252.05517398463218,"high_priority,time_critical",10,4,.py
file_000141,project_files.gz,226544,archive,2,flexible,good,226544,2025-10-27T17:22:49.209315,15.360000000000003,True,14906358.590708978,0.014378111219846414,0,0,175.6906996714065,,17,0,.gz
